linha=1 | nome=Igor | acao=executou o benchmark | valor=1959
linha=2881 | nome=Lucas | acao=executou o benchmark | valor=3583
linha=2882 | nome=Carlos | acao=fez um experimento | valor=3038
linha=2883 | nome=Gabriela | acao=escreveu o relatorio | valor=3954
linha=2884 | nome=Carlos | acao=comparou as metricas | valor=2890
linha=2885 | nome=Paulo | acao=analisou os resultados | valor=5149
linha=2886 | nome=Eduarda | acao=estudou computacao | valor=6009
linha=2887 | nome=Renata | acao=otimizou o algoritmo | valor=2932
linha=2888 | nome=Paulo | acao=comparou as metricas | valor=8956
linha=2889 | nome=Karen | acao=fez um experimento | valor=1758
linha=2890 | nome=Bruno | acao=participou da aula | valor=8359
linha=2891 | nome=Helena | acao=otimizou o algoritmo | valor=6916
linha=2892 | nome=Paulo | acao=estudou computacao | valor=9465
linha=2893 | nome=Lucas | acao=otimizou o algoritmo | valor=2291
linha=2894 | nome=Joao | acao=otimizou o algoritmo | valor=5400
linha=2895 | nome=Paulo | acao=otimizou o algoritmo | valor=3526
linha=2896 | nome=Lucas | acao=executou o benchmark | valor=6719
linha=2897 | nome=Igor | acao=comparou as metricas | valor=9111
linha=2898 | nome=Renata | acao=fez um experimento | valor=7459
linha=2899 | nome=Eduarda | acao=otimizou o algoritmo | valor=3816
linha=2900 | nome=Carlos | acao=escreveu o relatorio | valor=5459
linha=2901 | nome=Igor | acao=executou o benchmark | valor=3485
linha=2902 | nome=Tiago | acao=fez um experimento | valor=3169
linha=2903 | nome=Igor | acao=estudou computacao | valor=5659
linha=2904 | nome=Karen | acao=comparou as metricas | valor=3288
linha=2905 | nome=Gabriela | acao=executou o benchmark | valor=4105
linha=2906 | nome=Helena | acao=otimizou o algoritmo | valor=4552
linha=2907 | nome=Daniela | acao=escreveu o relatorio | valor=5280
linha=2908 | nome=Eduarda | acao=fez um experimento | valor=1464
linha=2909 | nome=Natalia | acao=estudou computacao | valor=8557
linha=2910 | nome=Felipe | acao=escreveu o relatorio | valor=8033
linha=2911 | nome=Lucas | acao=fez um experimento | valor=8872
linha=2912 | nome=Igor | acao=comparou as metricas | valor=7682
linha=2913 | nome=Felipe | acao=otimizou o algoritmo | valor=6068
linha=2914 | nome=Renata | acao=participou da aula | valor=7567
linha=2915 | nome=Daniela | acao=otimizou o algoritmo | valor=2470
linha=2916 | nome=Sofia | acao=estudou computacao | valor=4567
linha=2917 | nome=Otavio | acao=analisou os resultados | valor=3100
linha=2918 | nome=Natalia | acao=comparou as metricas | valor=8275
linha=2919 | nome=Carlos | acao=participou da aula | valor=9897
linha=2920 | nome=Carlos | acao=fez um experimento | valor=2163
linha=2921 | nome=Felipe | acao=analisou os resultados | valor=8005
linha=2922 | nome=Otavio | acao=fez um experimento | valor=3016
linha=2923 | nome=Joao | acao=comparou as metricas | valor=4873
linha=2924 | nome=Otavio | acao=escreveu o relatorio | valor=7292
linha=2925 | nome=Joao | acao=executou o benchmark | valor=5695
linha=2926 | nome=Natalia | acao=fez um experimento | valor=7096
linha=2927 | nome=Paulo | acao=analisou os resultados | valor=6804
linha=2928 | nome=Daniela | acao=escreveu o relatorio | valor=4202
linha=2929 | nome=Helena | acao=fez um experimento | valor=9016
linha=2930 | nome=Gabriela | acao=analisou os resultados | valor=7489
linha=2931 | nome=Karen | acao=executou o benchmark | valor=3833
linha=2932 | nome=Felipe | acao=analisou os resultados | valor=1267
linha=2933 | nome=Ana | acao=otimizou o algoritmo | valor=9796
linha=2934 | nome=Renata | acao=estudou computacao | valor=2727
linha=2935 | nome=Gabriela | acao=participou da aula | valor=1458
linha=2936 | nome=Paulo | acao=fez um experimento | valor=4033
linha=2937 | nome=Mariana | acao=executou o benchmark | valor=7349
linha=2938 | nome=Felipe | acao=comparou as metricas | valor=6967
linha=2939 | nome=Joao | acao=analisou os resultados | valor=9464
linha=2940 | nome=Carlos | acao=estudou computacao | valor=7554
linha=2941 | nome=Paulo | acao=estudou computacao | valor=3195
linha=2942 | nome=Tiago | acao=participou da aula | valor=9173
linha=2943 | nome=Natalia | acao=otimizou o algoritmo | valor=7623
linha=2944 | nome=Vitor | acao=analisou os resultados | valor=9675
linha=2945 | nome=Carlos | acao=otimizou o algoritmo | valor=4430
linha=2946 | nome=Helena | acao=executou o benchmark | valor=9987
linha=2947 | nome=Gabriela | acao=otimizou o algoritmo | valor=2273
linha=2948 | nome=Ana | acao=otimizou o algoritmo | valor=5498
linha=2949 | nome=Mariana | acao=analisou os resultados | valor=4767
linha=2950 | nome=Lucas | acao=executou o benchmark | valor=4638
linha=2951 | nome=Joao | acao=fez um experimento | valor=8567
linha=2952 | nome=Gabriela | acao=otimizou o algoritmo | valor=1934
linha=2953 | nome=Vitor | acao=fez um experimento | valor=8861
linha=2954 | nome=Natalia | acao=analisou os resultados | valor=9798
linha=2955 | nome=Paulo | acao=participou da aula | valor=8954
linha=2956 | nome=Sofia | acao=executou o benchmark | valor=7382
linha=2957 | nome=Helena | acao=escreveu o relatorio | valor=6315
linha=2958 | nome=Paulo | acao=otimizou o algoritmo | valor=9289
linha=2959 | nome=Renata | acao=estudou computacao | valor=7696
linha=2960 | nome=Sofia | acao=executou o benchmark | valor=2186
linha=2961 | nome=Felipe | acao=comparou as metricas | valor=9512
linha=2962 | nome=Renata | acao=participou da aula | valor=5844
linha=2963 | nome=Vitor | acao=executou o benchmark | valor=3227
linha=2964 | nome=Karen | acao=comparou as metricas | valor=1257
linha=2965 | nome=Tiago | acao=escreveu o relatorio | valor=3559
linha=2966 | nome=Natalia | acao=executou o benchmark | valor=4840
linha=2967 | nome=Tiago | acao=comparou as metricas | valor=3373
linha=2968 | nome=Ana | acao=participou da aula | valor=5913
linha=2969 | nome=Karen | acao=otimizou o algoritmo | valor=8030
linha=2970 | nome=Lucas | acao=estudou computacao | valor=1165
linha=2971 | nome=Vitor | acao=executou o benchmark | valor=4518
linha=2972 | nome=Eduarda | acao=estudou computacao | valor=9860
linha=2973 | nome=Mariana | acao=analisou os resultados | valor=6939
linha=2974 | nome=Mariana | acao=escreveu o relatorio | valor=6429
linha=2975 | nome=Tiago | acao=estudou computacao | valor=2286
linha=2976 | nome=Karen | acao=estudou computacao | valor=7989
linha=2977 | nome=Helena | acao=fez um experimento | valor=8081
linha=2978 | nome=Mariana | acao=otimizou o algoritmo | valor=2038
linha=2979 | nome=Lucas | acao=estudou computacao | valor=1983
linha=2980 | nome=Vitor | acao=executou o benchmark | valor=8853
linha=2981 | nome=Lucas | acao=executou o benchmark | valor=6224
linha=2982 | nome=Mariana | acao=fez um experimento | valor=4557
linha=2983 | nome=Eduarda | acao=comparou as metricas | valor=4658
linha=2984 | nome=Renata | acao=executou o benchmark | valor=1964
linha=2985 | nome=Paulo | acao=estudou computacao | valor=7283
linha=2986 | nome=Lucas | acao=analisou os resultados | valor=1676
linha=2987 | nome=Mariana | acao=analisou os resultados | valor=7123
linha=2988 | nome=Sofia | acao=otimizou o algoritmo | valor=2512
linha=2989 | nome=Otavio | acao=comparou as metricas | valor=1178
linha=2990 | nome=Igor | acao=otimizou o algoritmo | valor=8612
linha=2991 | nome=Natalia | acao=escreveu o relatorio | valor=7712
linha=2992 | nome=Igor | acao=estudou computacao | valor=2867
linha=2993 | nome=Renata | acao=otimizou o algoritmo | valor=7392
linha=2994 | nome=Joao | acao=estudou computacao | valor=4060
linha=2995 | nome=Igor | acao=comparou as metricas | valor=1018
linha=2996 | nome=Ana | acao=fez um experimento | valor=1481
linha=2997 | nome=Paulo | acao=escreveu o relatorio | valor=6776
linha=2998 | nome=Lucas | acao=escreveu o relatorio | valor=4626
linha=2999 | nome=Helena | acao=executou o benchmark | valor=8878
linha=3000 | nome=Renata | acao=participou da aula | valor=7240
linha=3001 | nome=Igor | acao=escreveu o relatorio | valor=9109
linha=3002 | nome=Ana | acao=participou da aula | valor=2035
linha=3003 | nome=Eduarda | acao=otimizou o algoritmo | valor=6458
linha=3004 | nome=Vitor | acao=executou o benchmark | valor=5887
linha=3005 | nome=Vitor | acao=analisou os resultados | valor=5507
linha=3006 | nome=Daniela | acao=fez um experimento | valor=6687
linha=3007 | nome=Daniela | acao=analisou os resultados | valor=6098
linha=3008 | nome=Igor | acao=otimizou o algoritmo | valor=8028
linha=3009 | nome=Bruno | acao=comparou as metricas | valor=4884
linha=3010 | nome=Daniela | acao=analisou os resultados | valor=1830
linha=3011 | nome=Carlos | acao=otimizou o algoritmo | valor=2613
linha=3012 | nome=Paulo | acao=analisou os resultados | valor=8172
linha=3013 | nome=Sofia | acao=comparou as metricas | valor=9093
linha=3014 | nome=Joao | acao=comparou as metricas | valor=5920
linha=3015 | nome=Ana | acao=estudou computacao | valor=5882
linha=3016 | nome=Carlos | acao=escreveu o relatorio | valor=3259
linha=3017 | nome=Daniela | acao=estudou computacao | valor=2122
linha=3018 | nome=Bruno | acao=escreveu o relatorio | valor=7775
linha=3019 | nome=Tiago | acao=executou o benchmark | valor=1908
linha=3020 | nome=Paulo | acao=executou o benchmark | valor=7130
linha=3021 | nome=Otavio | acao=comparou as metricas | valor=4610
linha=3022 | nome=Paulo | acao=fez um experimento | valor=1615
linha=3023 | nome=Eduarda | acao=escreveu o relatorio | valor=2919
linha=3024 | nome=Felipe | acao=participou da aula | valor=6646
linha=3025 | nome=Bruno | acao=fez um experimento | valor=2192
linha=3026 | nome=Mariana | acao=comparou as metricas | valor=6391
linha=3027 | nome=Ana | acao=fez um experimento | valor=5941
linha=3028 | nome=Carlos | acao=escreveu o relatorio | valor=2806
linha=3029 | nome=Mariana | acao=analisou os resultados | valor=4927
linha=3030 | nome=Ana | acao=participou da aula | valor=6377
linha=3031 | nome=Otavio | acao=estudou computacao | valor=9242
linha=3032 | nome=Daniela | acao=executou o benchmark | valor=4565
linha=3033 | nome=Otavio | acao=estudou computacao | valor=6096
linha=3034 | nome=Mariana | acao=fez um experimento | valor=6499
linha=3035 | nome=Ana | acao=comparou as metricas | valor=5632
linha=3036 | nome=Eduarda | acao=participou da aula | valor=2134
linha=3037 | nome=Tiago | acao=analisou os resultados | valor=8787
linha=3038 | nome=Mariana | acao=estudou computacao | valor=7358
linha=3039 | nome=Ana | acao=executou o benchmark | valor=6618
linha=3040 | nome=Carlos | acao=escreveu o relatorio | valor=5432
linha=3041 | nome=Lucas | acao=comparou as metricas | valor=4639
linha=3042 | nome=Eduarda | acao=fez um experimento | valor=9182
linha=3043 | nome=Natalia | acao=otimizou o algoritmo | valor=4082
linha=3044 | nome=Paulo | acao=analisou os resultados | valor=8457
linha=3045 | nome=Eduarda | acao=fez um experimento | valor=2184
linha=3046 | nome=Bruno | acao=estudou computacao | valor=1759
linha=3047 | nome=Joao | acao=analisou os resultados | valor=9455
linha=3048 | nome=Daniela | acao=executou o benchmark | valor=8934
linha=3049 | nome=Igor | acao=executou o benchmark | valor=9311
linha=3050 | nome=Natalia | acao=analisou os resultados | valor=1442
linha=3051 | nome=Paulo | acao=participou da aula | valor=3661
linha=3052 | nome=Bruno | acao=analisou os resultados | valor=5267
linha=3053 | nome=Felipe | acao=otimizou o algoritmo | valor=4749
linha=3054 | nome=Sofia | acao=participou da aula | valor=1433
linha=3055 | nome=Felipe | acao=analisou os resultados | valor=4215
linha=3056 | nome=Karen | acao=analisou os resultados | valor=8877
linha=3057 | nome=Paulo | acao=comparou as metricas | valor=9241
linha=3058 | nome=Lucas | acao=escreveu o relatorio | valor=7161
linha=3059 | nome=Helena | acao=estudou computacao | valor=8806
linha=3060 | nome=Felipe | acao=estudou computacao | valor=2692
linha=3061 | nome=Otavio | acao=escreveu o relatorio | valor=8804
linha=3062 | nome=Igor | acao=participou da aula | valor=1419
linha=3063 | nome=Mariana | acao=executou o benchmark | valor=4521
linha=3064 | nome=Natalia | acao=analisou os resultados | valor=8128
linha=3065 | nome=Eduarda | acao=analisou os resultados | valor=6616
linha=3066 | nome=Vitor | acao=comparou as metricas | valor=5824
linha=3067 | nome=Helena | acao=estudou computacao | valor=9072
linha=3068 | nome=Ana | acao=fez um experimento | valor=4837
linha=3069 | nome=Tiago | acao=comparou as metricas | valor=1432
linha=3070 | nome=Natalia | acao=fez um experimento | valor=8591
linha=3071 | nome=Renata | acao=comparou as metricas | valor=7673
linha=3072 | nome=Carlos | acao=analisou os resultados | valor=2652
linha=3073 | nome=Joao | acao=otimizou o algoritmo | valor=4041
linha=3074 | nome=Ana | acao=participou da aula | valor=1099
linha=3075 | nome=Otavio | acao=executou o benchmark | valor=3004
linha=3076 | nome=Vitor | acao=estudou computacao | valor=3574
linha=3077 | nome=Gabriela | acao=otimizou o algoritmo | valor=2918
linha=3078 | nome=Eduarda | acao=comparou as metricas | valor=9053
linha=3079 | nome=Renata | acao=comparou as metricas | valor=2075
linha=3080 | nome=Felipe | acao=escreveu o relatorio | valor=9599
linha=3081 | nome=Daniela | acao=participou da aula | valor=4987
linha=3082 | nome=Karen | acao=escreveu o relatorio | valor=5347
linha=3083 | nome=Vitor | acao=escreveu o relatorio | valor=9970
linha=3084 | nome=Karen | acao=comparou as metricas | valor=5965
linha=3085 | nome=Mariana | acao=participou da aula | valor=7284
linha=3086 | nome=Eduarda | acao=fez um experimento | valor=3886
linha=3087 | nome=Vitor | acao=otimizou o algoritmo | valor=6270
linha=3088 | nome=Eduarda | acao=analisou os resultados | valor=8145
linha=3089 | nome=Joao | acao=analisou os resultados | valor=8514
linha=3090 | nome=Helena | acao=estudou computacao | valor=3975
linha=3091 | nome=Otavio | acao=escreveu o relatorio | valor=7086
linha=3092 | nome=Mariana | acao=analisou os resultados | valor=8681
linha=3093 | nome=Renata | acao=fez um experimento | valor=3967
linha=3094 | nome=Joao | acao=estudou computacao | valor=6891
linha=3095 | nome=Tiago | acao=fez um experimento | valor=2048
linha=3096 | nome=Igor | acao=otimizou o algoritmo | valor=9009
linha=3097 | nome=Natalia | acao=estudou computacao | valor=7441
linha=3098 | nome=Eduarda | acao=executou o benchmark | valor=5671
linha=3099 | nome=Ana | acao=comparou as metricas | valor=7285
linha=3100 | nome=Paulo | acao=escreveu o relatorio | valor=6863
linha=3101 | nome=Bruno | acao=comparou as metricas | valor=3841
linha=3102 | nome=Vitor | acao=otimizou o algoritmo | valor=2641
linha=3103 | nome=Mariana | acao=executou o benchmark | valor=8060
linha=3104 | nome=Mariana | acao=estudou computacao | valor=8727
linha=3105 | nome=Ana | acao=estudou computacao | valor=9124
linha=3106 | nome=Mariana | acao=escreveu o relatorio | valor=1721
linha=3107 | nome=Eduarda | acao=escreveu o relatorio | valor=3173
linha=3108 | nome=Bruno | acao=participou da aula | valor=1509
linha=3109 | nome=Carlos | acao=estudou computacao | valor=4220
linha=3110 | nome=Carlos | acao=estudou computacao | valor=9785
linha=3111 | nome=Daniela | acao=executou o benchmark | valor=3013
linha=3112 | nome=Natalia | acao=participou da aula | valor=5155
linha=3113 | nome=Vitor | acao=analisou os resultados | valor=9736
linha=3114 | nome=Lucas | acao=participou da aula | valor=3401
linha=3115 | nome=Sofia | acao=estudou computacao | valor=8647
linha=3116 | nome=Bruno | acao=fez um experimento | valor=5383
linha=3117 | nome=Gabriela | acao=fez um experimento | valor=6776
linha=3118 | nome=Otavio | acao=executou o benchmark | valor=6033
linha=3119 | nome=Igor | acao=otimizou o algoritmo | valor=3667
linha=3120 | nome=Mariana | acao=otimizou o algoritmo | valor=8258
linha=3121 | nome=Mariana | acao=otimizou o algoritmo | valor=3653
linha=3122 | nome=Bruno | acao=comparou as metricas | valor=2059
linha=3123 | nome=Bruno | acao=executou o benchmark | valor=2631
linha=3124 | nome=Igor | acao=escreveu o relatorio | valor=6702
linha=3125 | nome=Otavio | acao=analisou os resultados | valor=3310
linha=3126 | nome=Bruno | acao=participou da aula | valor=1858
linha=3127 | nome=Otavio | acao=participou da aula | valor=2466
linha=3128 | nome=Carlos | acao=fez um experimento | valor=1829
linha=3129 | nome=Lucas | acao=executou o benchmark | valor=7062
linha=3130 | nome=Renata | acao=otimizou o algoritmo | valor=3986
linha=3131 | nome=Karen | acao=participou da aula | valor=8345
linha=3132 | nome=Bruno | acao=fez um experimento | valor=9010
linha=3133 | nome=Igor | acao=otimizou o algoritmo | valor=7521
linha=3134 | nome=Karen | acao=fez um experimento | valor=1189
linha=3135 | nome=Gabriela | acao=executou o benchmark | valor=7633
linha=3136 | nome=Vitor | acao=otimizou o algoritmo | valor=1255
